identifier,text,keywords,Score
XIN_ENG_20001019.0117,"Vietnam to Prioritize IT Development. Vietnam will prioritize development of its information technology (IT), describing it as one of the most important factors in the country's socio-economic development and national security and defense. An instruction on IT promotion and development issued by the Political Bureau of the Communist Party of Vietnam Central Committee on Tuesday says that the country's IT should be developed to regional standards and applied in all economic fields by 2010 to serve the nation's industrialization and modernization, according to official news agency VNA Thursday. The country's communications network will be expanded to provide quick, cheap and high quality services, thus helping raise the number of Internet users to the world average, said the Party' s instruction. By 2010, the IT industry will be the country's spear-head economic sector. It will obtain the highest annual growth rate, and contribute more and more to Vietnam's gross domestic product. The instruction stresses that IT application and development will be prioritized in the country's socio-economic development strategy as a major means to catch up with other countries.","{'industrialization', 'development', 'information technology', 'economic development'}",0.2207821195541017
XIN_ENG_20001111.0035,"Developing Countries Urged to Pace up Construction of Informatization. A Chinese vice minister Saturday called upon the developing countries to enjoy benefits of information revolution to the biggest extent possible through quickened development of information technology (IT) and e- commerce. Addressing a session here on the second day of the first Asia Conference of International Chamber of Commerce (ICC), Sun Zhenyu, Vice Minister of the Ministry of Foreign Trade and Economic Cooperation of China, stressed that ""the rapid progress of IT and information industry is the main driving force of social and economic development in today's world."" Overall, the development of IT and e-commerce has changed people's traditional idea of time, space and business transaction and has advanced the free movement and optimized allocation of production factors in the world context, he said, adding it helps to promote international cooperation and exchanges and is conductive to the prosperity and development of the world. The Chinese vice minister pointed out that some developed nations, however, are bringing into play their tremendous economic strength and edge-cutting IT advantages to forcefully develop e- commerce so as to take an advantageous position in the growth of ""New Economy"". He said that in consequence, the economies of the developed nations have achieved fairly rapid increase for a long period of time under comparably low inflation rate and unemployment rate.","{'development', 'information technology', 'action', 'economic development'}",0.2205271964908692
XIN_ENG_20080123.0300,"MIT sets up research center in Singapore. The Massachusetts Institute of Technology (MIT) Wednesday set up a research and technology center in Singapore, which is also its largest international research endeavor outside the United States. The Singapore-MIT Alliance for Research and Technology Center will be ready in the next two to three years, according to a joint statement. It will focus on research in five interdisciplinary research groups, such as Infectious Diseases and Environmental Sensing and Modeling. Chairman of the National Research Foundation (NRF) Tony Tan said: ""MIT's strong commitment to marry excellent teaching and research with innovation and entrepreneurship has spawned a host of scientific breakthroughs, technological advances and high- growth companies"". ""It is a model which our own universities seek to emulate - the development of a culture of academic entrepreneurship that will contribute significantly to the economic development of Singapore, "" he added.","{'innovation', 'development', 'research', 'economic development'}",0.21964402445179665
XIN_ENG_20050914.0186,"Chinese state councillor on bioeconomy development. Chinese State Councillor Chen  Zhili on Wednesday called for underscoring the development of  bioeconomy at the opening ceremony of the First International  High-Level Forum on Bioeconomy held in Beijing. The growth of life sciences and biotechnology and active  promotion of bioeconomy, which support the country's sustainable  development, have brought to the Chinese people enormous interests and well-beings, and this also constitutes one of China's  strategic strategies to guide future bioeconmic development with  the use of science and technology, said Chen. China is taking a range of substantial measures to press ahead  with the biologic researches and their industrialization,  according to Chen, including prioritizing the biologic technology  in China's mid-and-long-term science and technology development  scheme, drawing up a national program for biologic technology and  its industrialization development, enacting a biologic safety law  and planning for establishing a biologic trade association. ""China also will strive to enlarge and intensify the  international exchanges and cooperation in bioeconomy on the basis of equality and mutual benefit so as to  create a still brighter  future for the entire humankind,"" she said. Relevant international organizations, experts and Chinese  officials attended the forum, which is sponsored jointly by the  United Nations Development Program (UNDP), the United Nations  Educational, Scientific and Cultural Organization (UNESCO),  the  UN Food and Agricultural Organization (FAO), the UN Industrial  Development Organization (UNIDO), the World Health Organization  (WHO) and the Organization for Economic Cooperation and  Development (OECD).","{'industrialization', 'development', 'research', 'well-being'}",0.21609489202223398
XIN_ENG_20100625.0131,"1st Ld: Obama unveils new approach to advancing development. U.S. President Barack Obama outlines his views on a new approach to development Friday at Group of Eight (G8) Summit in Huntsville, north of Toronto in Canada, calling to foster the next generation of emerging markets among other issues. According to a statement released by the White House, in an effort to foster the next generation of emerging markets, the U.S. will intensify efforts to promote sustainable economic development and support good governance by making targeted investments in countries and/or regions where the conditions are right for progress. The U.S. will invest in innovations by leveraging the power of research and development, the U.S. will work to create and scale- up technologies for health, green energy, agriculture, and other development applications. It also vows to make commitments to tailor development strategies and hold all aid recipients accountable. The annual Group of Eight (G8) summit opened on Friday in Huntsville, Canada' s Muskoka region, with leaders of the world's eight major industrialized countries set to discuss key challenges related to development and international peace and security. Having fallen an estimated 18 billion U.S. dollars short of a 2005 pledge to raise their combined aid to the poorest countries by at least 50 billion dollars, the G8 nations is expected to launch a plan called Muskoka Initiative at the end of the meeting to reaffirm their commitments to development aid.","{'innovation', 'development', 'research', 'economic development'}",0.2152809078763029
XIN_ENG_20010315.0239,"Seven Percent Growth Rate Attainable: Economists (3). Economist Wu Jinglian said, the Chinese Government has begun to take some measures to promote economic development by stimulating demand and expanding supplies at the same time. Major measures include reform of state-owned enterprises and system innovations, he said. To take up challenges brought by China's accession to the World Trade Organization (WTO), China will enter a critical period in the next five years to reform its state-owned enterprises and carry out strategic industrial restructuring. Following China's accession to the WTO, economist Lu Baifu said, some enterprises will be eliminated by intensified competition, but at the same time, fierce competition will force key Chinese enterprises to improve their internal management and operation. NPC deputy Li Wuwei, an economist, said that looking into the next five years, the up-beat development trend of the Chinese economy is irreversible. Li said, the Chinese economy has turned for the better since the second half of last year. Li listed scores of favorable factors that help push forward China's economic development, such as a fast development of heavy chemical, machine-building, service, real estate, information technology and high-tech industries.","{'innovation', 'development', 'information technology', 'economic development'}",0.21123148571384956
CNA_ENG_20040303.0007,"VICE PREMIER EMPHASIZES IMPORTANCE OF RESEARCH AND DEVELOPMENT. Vice Premier Lin Hsin-i laid emphasis on the importance of innovation as well as research and development Wednesday while delivering a speech to a group of business leaders in central Taiwan. ""While increasing industrial upgrading, we must also boost various research and development projects so that we can have a brighter future, "" Lin said in his speech about the current situation and outlook for Taiwan's economic development. ""Originally, Taiwan relied on the manufacturing sector as a locomotive for its economic development, but the country has been experiencing a transformation in the industrial structure over the past years, "" Lin said. ""If we want to make great strides, it is imperative for us to accelerate industrial upgrading and enhance innovations,"" he added. Noting that research and development are of great importance for increasing the added-value of domestic industries, Lin said that the government will continue to provide funds to help local manufacturers carry out various research and development projects. As for many manufacturers' relocating their production lines to mainland China to lower production costs, Lin said that he hopes that the manufacturing sector will think twice before doing so. ""It is nothing but shifting to a new arena of competition, "" Lin explained, adding that he is sure local manufacturers will not profit from their business operations on the mainland.","{'innovation', 'development', 'research', 'economic development'}",0.2092841952912342
XIN_ENG_20100625.0424,"Cooperation with Shenzhen satisfactory: HK official. The first year operation of a three-year innovation action plan undertaken jointly by Hong Kong and the neighboring city of Shenzhen has proven to be satisfactory, a senior HK official said here Friday. ""The development of the three-year action plan received extensive support from the research and development sectors of both sides, and there was satisfactory progress in the launch and operation of the projects, creating an Innovation Circle modeling effect,"" Rita Lau, HK's Secretary for Commerce and Economic Development, said at a meeting held Friday to review the progress of the three- year plan. Lau said the two sides will continue to promote the cooperation model of ""Hong Kong research and development - Mainland production "" under the Shenzhen/Hong Kong Innovation Circle, with an aim to attract more overseas enterprises to conduct R&D work in Hong Kong, as well as to promote collaboration projects on innovation and technology between the two cities. The action plan, s spinoff from a cooperation pact signed by the two cities in May, 2007, comprises 24 projects, involving government departments, universities, research and development institutions and community organizations in the two places.","{'innovation', 'development', 'research', 'action'}",0.2089939509873644
CNA_ENG_20070706.0045,"ENTERPRISES URGED TO INJECT ENERGY, FUNDS INTO INNOVATION. Local enterprises should inject more resources into technological innovation, which is an important foundation for Taiwan's future economic development, Council for Economic Planning and Development (CEPD) officials said Friday. The officials made the remarks when the CEPD released a report on Taiwan's innovation competition performance, which shows that the U.S. Patent and Trademark Office awarded patents for 242 Taiwanese items for every million people in 2001-2005, lagging only behind the 288 items for the United States and Japan's 265 items around the world. The CEPD attributed the performance to the government's efforts to encourage industrial technological research, development and innovation, the officials said, noting that thanks to these efforts, Taiwan's innovation capability has won the recognition of the Lausanne, Switzerland-based International Institute for Management and Development (IMD). In the 2007 IMD World Competitiveness Yearbook, Taiwan was placed top in terms of patent output, with a record of 373 patents for every 1,000 enterprises. In the Geneva-based World Economic Forum's 2006-2007 global competitiveness report, Taiwan was ranked eighth in the world in the innovation rating, according to the report.","{'innovation', 'development', 'research', 'economic development'}",0.20782989558277612
XIN_ENG_20101222.0288,"Chinese vice premier stresses innovation and economic
restructuring. Chinese vice premier Li Keqiang on Wednesday called for a better environment for enterprises to boost innovation and transformation of economic development patterns. Li made the remarks while paying a visit to a national independent innovation demonstration zone in Beijing's Zhongguancun District, which is also known as ""China's Silicon Valley"". Li visited software firms, research institutes, and communication companies, including China's domestic search engine tycoon Baidu and electronic giant Lenovo. ""Innovation brings vitality, energy and also profits,"" he said during the visit. As a demonstration zone for independent innovation, Zhongguancun is seen as a powerhouse for Beijing's sustained development, which is important for industrial restructuring and upgrading, and promotion of ecological civilization, Li said.","{'innovation', 'development', 'research', 'economic development'}",0.20213213998088728
XIN_ENG_20051221.0383,"Full text: China's Peaceful Development Road (13). -- Promoting the strategic adjustment of the economic structure and the change of growth mode. China considers changing the growth mode a strategic focal point, strives to base economic growth on  the enhancement of the quality of its human resources, efficient  use of natural resources, reduction of environmental pollution,  and emphasis on the quality and efficiency of its economy. China  will take a new road of industrialization          -- using the IT industry to promote industrialization and letting  industrialization support the development of the IT industry. It  will quicken the pace of optimizing and upgrading its industrial  structure, develop advanced manufacturing industry, high- and  new-tech industry, especially the IT and biological industries,  increase the proportion of the service sector and improve the  level of services, strengthen the construction of infrastructure  facilities of basic industries, and bring into full play the  function of structural readjustment in the change of the growth  mode. China will work hard to develop a cost-saving, recycling and environment-friendly economy, establishing a national economic  system characterized by intensification and cleanness. -- Promoting scientific and technological progress and  strengthening the ability of independent innovation.  China is  striving to become a country of innovation, and it is a state  strategy to strengthen the ability of independent innovation. It  has made medium- and long-term scientific and technological  development plans, setting forth the objectives and tasks for  scientific and technological development for the next 15 years.  China is making every effort to enhance its ability of original  innovation, integrated innovation and re-innovation after  absorbing advanced technology from abroad. By reforming the  scientific and technological system and increasing financial input through various channels, China will promote the construction of  its national innovation system and speed up the pace of  commercialization of research findings. China hopes to increase  the proportion of funds for scientific and technological research  and development from 1.44 percent of the GDP in 2004 to 2.5  percent in 2020.  (More)","{'industrialization', 'innovation', 'development', 'research'}",0.20129192867330475
APW_ENG_20061121.0934,"EU telecoms chief calls on public sector to drive research. The EU's telecoms chief on Tuesday called on European governments to nurture research in Europe by purchasing more innovative products and services. EU Commissioner Viviane Reding said Europe spent less than half of what the U.S. and some Asian countries put into technology research because demand for new products among Europe's public service agencies was far less. She said there was a clear link between more investment and high demand from public agencies in the energy, transport, health and security sectors. ""The demand of public procurers for innovative products and services that require research and development is today 20 times less in Europe than in the U.S. where pre-commercial procurement represents some US$50 billion (euro39 billion),"" Reding said. She was speaking at an information technology research conference in Helsinki, Finland, that will debate how the EU should spend euro9 billion (US$11.5 billion) on information and communications technology research from 2007 to 2013. Her prepared remarks were distributed to reporters by her Brussels office.","{'communications technology', 'development', 'information technology', 'research'}",0.19989501952045988
AFP_ENG_20081113.0468,"Microsoft plans to invest one billion dollars in China R & D. Microsoft Corp. said Thursday it plans to spend one billion dollars on research and development in China, suggesting a continued focus on the country's huge market, despite the global financial downturn. ""Our investment in research and development in China over the next three years will exceed one billion dollars,"" said Zhang Yaqin, chairman of the company's China research and development group. The investment would ""greatly boost information technology innovation in Microsoft and China,"" he told reporters in Beijing. ""The one billion dollar investment over the three years is new investment... which will focus on human resources and other resources linked to research and development,"" he said. He said the investment did not include money spent on mergers and acquisitions, suggesting Microsoft's investments in China could actually be even larger over the next three years.","{'innovation', 'development', 'information technology', 'research'}",0.1981469574667597
XIN_ENG_20040209.0312,"Greece, Cyprus sign research and development protocol. Greece and Cyprus signed a protocol here on Monday to strengthen the cooperation in the fields of research and development between the two Mediterranean countries. After meeting with Cypriot Finance Minister Marcos Kyprianou, Greek Development Minister Akis Tsohatzopoulos said Greece and Cyprus decided to cooperate further and ""in a more effective manner"" in the fields. ""We are interested in making innovations part of economic development, of an increase in productivity and of the competitiveness of our economies. The protocol offers the opportunity to move forward in search and technology and opens new avenues in cooperation for the benefit of both countries, which is important,"" Tsohatzopoulos said. On his part, Kyprianou said there are currently underway common financial programs in various secondary fields of research, noting that the programs have been chosen and are now being implemented. He told reporters that all these programs will be implemented as part of the close cooperation of the two countries in all fields, both on a bilateral level and on a European level.","{'innovation', 'development', 'research', 'economic development'}",0.1960720090572423
AFP_ENG_20040325.0477,"Greenspan defends free trade, productivity, despite shifting jobs. Free world trade and innovation are critical to economic development even at the cost of a shifting jobs landscape, US Federal Reserve chairman Alan Greenspan said Wednesday. Greenspan drew on the history of rural American development to rebut protectionism amid deepening concern over the loss of US jobs to countries with cheaper labor such as India and China. ""The phenomenal gains in US agricultural productivity of the past century brought profound benefits to all consumers, regardless of their connection to a farm, in the form of lower prices, better quality, and more choices at retail outlets,"" he told a rural development conference in Virginia, according to a copy of the speech released here. ""But those gains also have been associated with dislocations in many rural areas, largely in the form of migration of farm workers to more urban areas and the resulting eclipse of many small towns and villages,"" Greenspan said. ""Although dislocations are bound to accompany economic growth, we should give rise to the challenges that come with innovation because innovation brings great improvements in material well-being.""","{'well-being', 'innovation', 'development', 'economic development'}",0.19450813790397697
XIN_ENG_20001221.0060,"China to Offer More Support for National High-Tech Development Program. Premier Zhu Rongji said here Thursday that the Chinese government will increase support for the national high-tech research and development program by a considerable amount. Speaking at the 8th meeting of the Science and Technology Leading Group of the State Council, the premier said that the national high-tech development program should focus on innovation, in a bid to solve high-tech problems concerning the country's medium and long term development and national security. China is to push ahead industrialization of high-tech discoveries and upgrade traditional industrial ventures with high and new technology, he said. Zhu Rongji said that the technological innovation program of the Chinese Academy of Sciences (CAS) should focus on basic scientific research, technological innovation and industrialization of scientific discoveries. The CAS should speed up reform for achieving the goals.","{'industrialization', 'innovation', 'development', 'research'}",0.193902189807544
AFP_ENG_20040325.0384,"Greenspan defends free trade, productivity, despite shifting jobs
(ADDS quotations, background). Free world trade and innovation are critical to economic development even at the cost of a shifting jobs landscape, US Federal Reserve chairman Alan Greenspan said Wednesday. Greenspan drew on the history of rural American development to rebut protectionism amid deepening concern over the loss of US jobs to countries with cheaper labor such as India and China. ""The phenomenal gains in US agricultural productivity of the past century brought profound benefits to all consumers, regardless of their connection to a farm, in the form of lower prices, better quality, and more choices at retail outlets,"" he told a rural development conference in Virginia, according to a copy of the speech released here. ""But those gains also have been associated with dislocations in many rural areas, largely in the form of migration of farm workers to more urban areas and the resulting eclipse of many small towns and villages,"" Greenspan said. ""Although dislocations are bound to accompany economic growth, we should give rise to the challenges that come with innovation because innovation brings great improvements in material well-being.""","{'well-being', 'innovation', 'development', 'economic development'}",0.1921359028831368
XIN_ENG_20071024.0246,"Full text of Hu Jintao's report at 17th Party Congress (12). V. Promoting Sound and Rapid Development of the National Economy To attain the objectives for economic development, it is essential to significantly accelerate the transformation of the development pattern and improve the socialist market economy. We need to vigorously push forward strategic economic restructuring and make greater efforts to improve China's capacity for independent innovation as well as energy and environmental conservation, and to enhance the overall quality of the economy and its international competitiveness. We need to deepen our understanding of the laws governing the socialist market economy, introduce institutions to give better play to the basic role of market forces in allocating resources, and form a system of macroeconomic regulation conducive to scientific development. 1. Enhance China's capacity for independent innovation and make China an innovative country. This is the core of our national development strategy and a crucial link in enhancing the overall national strength. We need to keep to the path of independent innovation with Chinese characteristics and improve our capacity for independent innovation in all areas of modernization. We need to conscientiously implement the Outline of the National Program for Long- and Medium-Term Scientific and Technological Development (2006-20), increase spending on independent innovation, and make breakthroughs in key technologies vital to our economic and social development. We will speed up forming a national innovation system and support basic research, research in frontier technology and technological research for public welfare. We will step up our efforts to establish a market-oriented system for technological innovation, in which enterprises play the leading role and which combines the efforts of enterprises, universities and research institutes, and guide and support the concentration of factors of innovation in enterprises, thereby promoting the translation of scientific and technological advances into practical productive forces. We will deepen reform of the system for managing science and technology, optimize the allocation of relevant resources, and improve the legal guarantee, policy system, incentive mechanism and market conditions to encourage technological innovation and the application of scientific and technological achievements in production. We will implement the strategy for intellectual property rights. We will make the best use of international resources of science and technology. We will continue to create conditions conducive to innovation, work to train world-class scientists and leaders in scientific and technological research, attach great importance to training innovative personnel in the frontline of production, inspire the creative wisdom of the whole society and bring forth large numbers of innovative personnel in all areas. 2. Accelerate transformation of the mode of economic development and promote upgrading of the industrial structure. This is a pressing strategic task vital to the national economy as a whole. We must keep to the new path of industrialization with Chinese characteristics, pursue the policy of boosting domestic demand, particularly consumer demand, and propel three transitions in the mode of economic growth: the transition from relying mainly on investment and export to relying on a well coordinated combination of consumption, investment and export, the transition from secondary industry serving as the major driving force to primary, secondary and tertiary industries jointly driving economic growth, and the transition from relying heavily on increased consumption of material resources to relying mainly on advances in science and technology, improvement in the quality of the workforce and innovation in management. We will develop a modern industrial system, integrate IT application with industrialization, push our large industries to grow stronger, invigorate the equipment manufacturing industry, and eliminate outdated production capacities. We will upgrade new- and high-technology industries and develop information, biotechnology, new materials, aerospace, marine and other industries. We will develop the modern service industry and raise the level of the service sector and its share in the economy. We will step up efforts to improve basic industries and infrastructure and accelerate development of a modern energy industry and a comprehensive transport system. We will ensure the quality and safety of products. We will encourage formation of internationally competitive conglomerates.  (More)","{'innovation', 'economic development', 'development', 'industrialization', 'research'}",0.19172251207620167
XIN_ENG_19990924.0206,"Chinese Vice-Minister of Science Speaks About Science Policies. China's Vice-Minister of Science and Technology, Xu Guanhua, today explained China's latest science policies to envoys and representatives of several dozen countries and international organizations in Beijing. Last month, the Central Committee of the Communist Party of China and the State Council decided to encourage technological innovation and the commercial use of new technology, and a national congress to this effect was held in Beijing. These are of vital importance to China's scientific development and modernization, Xu said, explaining that the unsatisfactory progress in adapting China's scientific research to its rapid economic development has greatly restricted the development of ability in technological innovation. In the United States, he pointed out, some 81 percent of the scientists and engineers work for companies and only six percent are in research institutes, but in China, companies have only 35 percent of the scientists and more of them are in research institutes. The main point in China's technological innovation effort is to promote the commercial use of scientific and technological developments, and at the same time, international cooperation should be increased to bring in technology from outside, he said.","{'innovation', 'development', 'research', 'economic development'}",0.19087648158001302
