identifier,text,keywords,Score
CNA_ENG_20050829.0018,"EPA TRYING TO TACKLE ILLEGAL FACTORY DUMPING OF WASTE AT THE SOURCE. The Environmental Protection Administration (EPA) has been making spot-checks on factories in Taipei and Tainan counties since July in a comprehensive crackdown on illegal waste dumping. The EPA is also enlisting the help of experts and scholars in environmental protection for the inspections, and they are also offering suggestions to the companies and consulting with them on how to meet EPA requirements. EPA officials said that illegal waste dumping has become far too prevalent in Taiwan. Among recent major incidents, the illegal dumping of solvents into the Kaoping River, which affected drinking water in the greater Kaohsiung area in 2000, was a low point. The officials said that although most of the waste dumping is due to wanton violation of the law, some producers of factory waste do not properly manage their affairs and their waste is often turned over to rogue waste disposal companies. The EPA crackdown will continue until the end of September. About 100 factories and recycling plants have so far been visited to measure the efficiency of their production processes, waste management, disposal facilities maintenance, waste reduction efforts and recycling.","{'waste management', 'efficiency', 'recycling'}",0.06443209173301004
XIN_ENG_20091115.0137,"(Universal Children's Day) Feature: Jordan's dream is to work for
environmental sustainability. By Jiang Yaping MELBOURNE, Nov. 15 (Xinhua) -- Like many boys his age, 11-year- old Jordan Hartman is interested in sports and games but what sets him apart from many of his peers is his keenness on environmental issues. He was among 10 children from around the globe selected as the ""universal dream kids,"" for their bravery, environmental awareness, and their cravings for education. The selection is part of a global campaign launched by the Xinhua News Agency and the United Nations Children's Fund (UNICEF) to mark the 20th anniversary of the adoption of the Convention on the Rights of the Child by the United Nations on Nov. 20, 1989. In his backyard garden, Jordan uses a compost bin to create compost for the garden, and he has recycling bins for all plastic and cardboard recyclables. Along with these bins, there are installations of water saving appliances and grey water diverters to reuse laundry water and shower water on the garden.","{'recycling', 'reuse', 'awareness', 'sustainability'}",0.062327392924519706
XIN_ENG_20090318.0380,"Highest eco-level required for new HKSAR gov't complex at Tamar. Hong Kong Special Administrative Region (HKSAR) government Chief Secretary Henry Tang said here Wednesday the HKSAR government requires the new government complex development project at Tamar to achieve the highest environmental assessment level. Responding to inquiries by the Legislative Council here Wednesday, Tang said the Tamar project is an environmentally sustainable project, with a number of environmentally-friendly measures and energy-saving building services features, including energy efficient and renewable energy installations. According to the highest level of the Hong Kong Building Environmental Assessment Method, the new HKSAR government complex will have to reach the highest performance criteria for sustainability issues relating to the buildings' planning, design, construction, commissioning, management, operation and maintenance. Such criteria include hygiene, health, comfort and amenity; land use, site impacts and transport; use of materials, recycling and waste management; water quality, conservation and recycling; and energy efficiency, conservation and management. After commissioning, the HKSAR government will conduct a carbon audit on the complex and implement an emission-reduction campaign to cut its greenhouse gas emission.","{'waste management', 'efficiency', 'recycling', 'sustainability'}",0.06146589508133899
XIN_ENG_20010830.0183,"HK to Hold Road Shows on Waste Reduction. The Environmental Protection Department (EPD) of Hong Kong will stage a series of road shows to enhance public awareness of waste reduction, separation and recycling. ""Through displays, talks, game booths, video shows, workshops and quiz games, visitors will know more about the present situation and the problems of waste management in Hong Kong,"" a spokesman for the EPD said Thursday. Experts on environmental protection will be invited to share their experience on waste reduction with the public, he noted. The shows will start this Sunday at the Grand Century Place in Mong Kok and then move to East Point City in Tseung Kwan O, Kowloon City Plaza in Kowloon City, Times Square in Causeway Bay and Tuen Mun Town Plaza on September 9, 16, 23 and 30 respectively.","{'waste management', 'awareness', 'recycling'}",0.06131705920976075
AFP_ENG_20080809.0576,"Olympics: Yao becomes UN environment campaigner. Chinese superstar Yao Ming on Saturday became the UN Environment Program's (UNEP) first ever Environmental Champion, tasked with raising awareness of climate change and energy efficiency. Yao, China's flag bearer in Friday's Olympic opening ceremony, said he wanted do his part in protecting the world. ""As a sportsman, I believe sport has a major role to play in promoting environmental issues,"" the Houston Rockets center said in a statement. ""So I will work with young people across the world and try to inspire them to plant trees, use energy efficient light bulbs, harvest rain water and to become environmental champions in their own communities. ""As the world celebrates the Beijing Olympic Games, I would also like to call upon the organizers of all major sports events in the world to make sure they use public transport facilities, build proper waste management systems and use greener forms for energy.","{'waste management', 'awareness', 'efficiency'}",0.06040033168490494
XIN_ENG_19970915.0086,"Global Communities Urged to Clean up Local. The United Nations Environment Program (UNEP) today called on all communities in the world to clean up their local waterways by removing rubbish from creeks, canals, beaches and ponds. In a news release issued here today, the UNEP said that the fifth annual ""Clean Up the World"" campaign had adopted water as the theme for this year's event. The campaign starting in 1993 is now emphasizing the importance to implement ""strategies to recycle and reuse waste materials as well as to reduce waste at its source"" as the problems of waste management and the need for waste reduction are common to communities the world over. UNEP Executive Director Elizabeth Dowdeswell was quoted as saying that ""The Clean Up the World campaign has proven to be one of the simplest and most effective ways of tackling these (environmental) issues and at the same time help raise environmental awareness."" Ian Kiernan, Founder and Chairman of Clean Up the World, noted that as world leaders are lack of the political will to tackle the global environmental problems as demonstrated by both earth Summits, ordinary people must lead the way.","{'waste management', 'reuse', 'awareness'}",0.0582520643594926
XIN_ENG_19950204.0007,"European Commission Funds Environmental Projects In Cyprus. The European Commission has awarded 300,000 Cyprus pounds (600,000 U.S. dollars) to fund two environmental projects on the Island, it was announced here today. The agreements on the two projects, the geological survey department and the Cyprus conservation foundation, were signed friday between the head of the European Commission's delegation in Cyprus, Gilles Anouil, and the managers of the projects. The funds for the geological survey will be used to evaluate the impact of past mining and mineral processing plants in Cyprus on water quality, in order to establish a mining waste management policy. The recycling of waste products will also be looked into. The Cyprus conservation foundation project is aimed at increasing green awareness among the Cypriot population by the creation of an environmental study center. The European Commission has given 70 percent of operating costs for the center, around 194,000 pounds (388,000 dollars).","{'waste management', 'awareness', 'recycling'}",0.05795435362466617
CNA_ENG_20080424.0039,"Government to promote 'green technology' among large manufacturers. The government plans to launch a new strategy to encourage local manufacturers to adopt ""green technology"" for mass production and waste recycling, in order to reduce cost and pollution, Ministry of Economic Affairs (MOEA) officials announced Thursday. The strategy is part of an initiative -- dubbed ""industrial pollution prevention and control services"" -- which has been operated by the MOEA's Industrial Development Bureau (IDB) since 1983. The initiative has helped hundreds of local small and medium size enterprises upgrade their technology and equipment to use less toxic materials and emit less pollutants. According to the bureau, by using green technology under the new plan, the manufacturers will reduce both the cost of waste management and the expenditures of energy, water, and raw materials. Yang Po-keng,  deputy  chief  of the bureau's  Sustainable Development Division, said that the bureau has redirected this year's strategy from focusing on individual companies to a group of core and satellite factories in an attempt to increase efficiency.","{'waste management', 'efficiency', 'recycling'}",0.05739684681958382
XIN_ENG_20100513.0241,"Roundup: Sustainable resource use tops debate at key UN
development body. Vital issues of transport, waste management, chemicals and mining are topping the agenda on Thursday of an annual gathering of the United Nations body promoting sustainable development. The latest meeting of the Commission on Sustainable Development at the UN Headquarters in New York takes place amid growing concerns of the impact of unsustainable patterns of human consumption on the environment, climate, food, water and health, and seeks to help transform development strategies and lifestyles. ""The areas of focus at this session are integral to our overarching objectives,"" including combating climate change and achieving the Millennium Development Goals (MDGs), Deputy Secretary-general Asha-Rose Migiro said at the start of the event' s high-level segment, which kicked off on Wednesday with nearly half of the UN Member States in attendance. She characterized the MDGs -- the eight anti-poverty targets with a 2015 deadline -- as a ""commitment to the world's most vulnerable people,"" as well as a ""moral and economic imperative."" Global awareness of the concept of sustainable development is on the rise, the official said, with the concept of sustainability catching fire as a consumer buzzword.","{'waste management', 'awareness', 'sustainability'}",0.05680852723513452
XIN_ENG_20030605.0213,"ADB provides Mozambique with 33 million dollars for water supply
project. The African Development Bank has agreed to provide Mozambique with 33.33 million US dollars to finance an urban water supply, sanitation and institutional support project in the country, local media reported on Thursday. The project will improve the access, quality and sustainability of water supply and sanitation services in the Mozambican southern cities of Chokwe, Inhambane, Maxixe and Xai-Xai. It will rehabilitate and extend these services to low-income urban areas. The project is aimed at enabling the private sector to participate in the water supply services in these cities. The project will also involve public awareness and training programs on sanitation, environment, solid waste management, HIV/ AIDS and malaria issues. The project is intended to improve the standard of living of people in these areas by increasing the water supply coverage rate from 37 to 65 percent and reduce the occurrence of water born diseases to a quarter by 2007.","{'waste management', 'awareness', 'sustainability'}",0.056287769518809094
XIN_ENG_20030219.0056,"UNEP official wins Chinese environmental award. A ranking official of the United Nations Environment Program (UNEP) was honored with a Chinese environmental award here Wednesday in recognition of her achievements in promoting environmental protection in China. Jacqueline Larderel, UNEP assistant executive director, was cited mainly for advocating clean production across China, which was aimed at improving the efficiency of energy consumption and reducing pollution during industrial production. Larderel also helped China to carry out international technical assistance, training and cooperation in fields such as sustainable tourism, protection of the ozone layer, treatment of persistent organic pollutants, and management of urban environment. The Award for International Cooperation on Environmental Protection, set up by the State Environmental Protection Administration (SEPA) last year, is a top honor for foreigners who contribute significantly to China's environment-related work. The biennial award is given to foreigners who ""have achieved remarkable results in introducing new and advanced environmental theories and technologies into China, providing solutions to major environment-related issues in China, or raising public awareness of environmental protection in the country,"" according to the SEPA.","{'sustainable tourism', 'awareness', 'efficiency'}",0.054199129764410846
XIN_ENG_20070322.0231,"UN chief calls for integrated management of water resources. UN Secretary-General Ban Ki-moon on Thursday called on member states to boost international cooperation on integrated management of the world's scarce water resources. ""The state of the world's waters remains fragile, and the need for an integrated and sustainable approach to water resource management is as pressing as ever,"" Ban said in a message marking World Water Day which falls on Thursday. Available supplies are under great duress as a result of high population growth, unsustainable consumption patterns, poor management practices, pollution, inadequate investment in infrastructure and low efficiency in water-use, he noted. ""Yet even more water will be needed in the future: to grow food, to provide clean drinking water and sanitation services, to operate industries and to support expanding cities. The water- supply-demand gap is likely to grow wider still, threatening economic and social development and environmental sustainability,"" he said. With some 700 million people around the world currently suffering from water scarcity, a figure that could increase to more than 3 billion by 2025, integrated cross-border management of this vital resource is crucial, he said.","{'sustainable consumption', 'efficiency', 'sustainability'}",0.05356228012207831
XIN_ENG_20080418.0237,"Hong Kong launches cleaner production scheme. Hong Kong launched a five-year cleaner production partnership scheme Friday, offering Hong Kong- owned factories in the Pearl River Delta funds to cut emissions and boost energy efficiency. Secretary for the Environment of Hong Kong Edward Yau said Friday cleaner production involves the entire production process from design, material procurement, production techniques to workflow, through the application of advanced technologies and management practices. The program covers four key initiatives, including awareness promotion, on-site improvement assessment, demonstration projects and verification of the effectiveness of improvement projects. It will target eight sectors including textile, non-metallic mineral products, metal and metal products, food and beverage, chemical products, printing and publishing, furniture manufacturing, and paper and paper-product manufacturing. Fund support will be provided to factories to engage environmental consultants to conduct on-site upgrade assessment, which will propose practical solutions to achieve energy savings and emission cuts.","{'procurement', 'awareness', 'efficiency'}",0.05152423635254657
XIN_ENG_20100930.0198,"Swedish cleantech innovators want to tap Chinese market. Many Swedish cleantech companies are interested in the Chinese market and really like to attract some Chinese investors, said Par Hedberg, CEO of Stockholm Innovation and Growth in Stockholm on Thursday. ""We want to make it easier, if the Chinese investors don't want to invest in the company directly, they can invest in a small fund which cover many companies, and they can also choose the companies they like,""Hedberg, who organized the one day Stockholm Cleantech Venture Day, told Xinhua. A total of 25 companies which are specialized in new energy in the wave, wind, the sun and the waste and many other areas are chosen to give their presentations about their technology to an audience of 200 people including investors mostly from Sweden, Norway and Finland. ""We see the potential in China. The reason is that there is a long tradition between Swedish industry and Chinese, there is also great opportunities to provide new technology that will enhance and better the Chinese community and to build sustainability as has been done in many areas in China already,""said Business Coach Magnus Rehn who has been to China many times. ""The Swedish clean technology from these companies are very innovative, and provide energy efficiency, renewable energy, water treatment and waste management etc. There are numerous examples on these opportunities that await China,""Rehn told Xinhua.","{'waste management', 'efficiency', 'sustainability'}",0.05067766270243133
XIN_ENG_20071118.0063,"Experts seek ""green solution"" to garbage disposal in Beijing. Finding a ""green solution"" for the disposal of Beijing's garbage in the run-up to next year's Olympic Games was a hot topic over the weekend as environmental experts discussed methods to improve the capital's waste management efficiency. ""We must mobilize the whole society to counter garbage pollution so as to create a green Beijing Olympic Games,"" said Dong Suocheng, a senior official with the China Society of Natural Resources, at the forum held on Sunday. To ease garbage pollution, citizens need to raise their awareness of environmental protection and change their lifestyle and consumption habits so as to reduce total waste output, the famed environmental conservation scholar said. In addition, the garbage processing industry has to be developed in a more scientific way. Statistics released at the forum revealed China's urban solid waste storage volume had exceeded seven billion tons and occupied a storage area as large as 600 million square meters. About 250 million tons of garbage are collected from more than 600 Chinese cities annually and the volume is increasing by eight to ten percent each year. More than 200 cities also suffer from ""garbage pollution"", a term referring to waste that cannot be recycled.","{'waste management', 'awareness', 'efficiency'}",0.04791234276920245
