identifier,text,keywords,Score
XIN_ENG_19990107.0130,"Vietnamese Leader Urges Efforts to Reduce Poverty. Vietnam's Communist Party chief Le Kha Phieu Thursday urged all localities to work out concrete plans to eradicate hunger and reduce poverty in light of their specific conditions. If hunger and poverty are not eradicated, none of the targets can be achieved of speeding up economic growth, improving people's living conditions, maintaining peace and stability and ensuring the exercise of human rights, Vietnam News Agency quoted Phieu as saying. However, the number of poor people in Vietnam fell by 7.5 million in the past six years, Phieu said at a two-day conference here to launch a national program for hunger eradication, poverty alleviation and socioeconomic development in mountainous and remote areas facing special difficulties. In 1998 alone, he said, despite the adverse impact of the financial crisis in the region, 250,000 households with 1.25 million people were helped to get out of hunger and poverty. But he pointed out that about 16 percent of Vietnam's 12.5 million people are still living in poverty, with 90 percent of them being inhabitants of northern mountainous and central highland provinces.","{'poverty', 'hunger', 'development', 'poor', 'human rights'}",0.5314337610098672
XIN_ENG_20091202.0200,"UN chief calls for eradication of all slavery practices on
international day of slavery abolition. Contemporary forms of slavery remain a ""grave and unresolved problem"" across all continents, UN Secretary-general Ban Ki-moon warned on Wednesday, calling for greater efforts to address poverty and social inequalities which leave people vulnerable to enslavement. In a message marking the International Day for the Abolition of Slavery, observed annually on Dec. 2, Ban said that the list of new and old forms of slavery is ""shockingly long."" That list includes debt bondage, serfdom, forced labor, child labor and servitude, trafficking of persons and human organs, sexual slavery, forced marriage, the exploitation of prostitutes and the use of child soldiers. ""The majority who suffer are the poor and socially excluded groups such as minorities and migrants,"" said Ban. ""The overlapping factors of poverty, class and race create structural problems and cycles of marginalization that are hard to break."" The secretary-general noted that gender inequalities, lack of education, desperation for work and demand for cheap labor also trap people in a life of subjugation, a vulnerability the global economic and financial crises threaten to heighten.","{'vulnerable', 'child labor', 'poverty', 'slavery', 'poor'}",0.5180235744741658
XIN_ENG_20100307.0335,"1st Ld-Writethru: Premier Wen calls for redoubled efforts in
poverty reduction. Premier Wen Jiabao on Sunday called for intensified and consistent efforts to reduce poverty in China's poor areas. Wen made the urge when he joined a panel discussion with deputies to the Third Session of the 11th National People's Congress (NPC) from southwest China's Guizhou Province. He noted that the poverty relief work is an uphill journey since the country's impoverished population are mostly resided in the ecologically vulnerable areas, and are apt to return to poverty in face of natural disasters, even though they have been lifted out of poverty. ""We must strive to strengthen the self-development ability of poverty-stricken areas in order to remove the poor population out of poverty as soon as possible and build a firm foundation for a well-off society in an all-around way,"" Wen said. Deputies from Guizhou also voiced their opinions on reducing poverty, increasing farmers' income, promoting energy conservation and emission reduction, and fighting against the spread of stony deserts.","{'disasters', 'vulnerable', 'poverty', 'development', 'poor', 'natural disaster'}",0.5154072794110429
AFP_ENG_20050627.0553,"UN chief urges nations to close the deal on poverty eradication
ATTENTION - ADDS ministers' quotes ///. UN Secretary General Kofi Annan  urged developed nations to ""close the deal"" on poverty eradication  as he opened a high-level meeting here Monday on global development  financing. The two-day gathering brought together ministers of finance and  development cooperation, as well as leaders of the World Bank,  International Monetary Fund and the World Trade Organisation -- the  same combination that brokered a global anti-poverty partnership in  Monterrey, Mexico in 2002. ""You can help make poverty history,"" Annan said in his opening  address. ""Never, perhaps, have a few weeks mattered so much for the  world's poor as the next few,"" Annan said, citing next week's G8  summit in Gleneagles, Scotland and, two months later, the World  Summit at UN headquarters in New York. ""Rich and poor alike must do their part. Responsibility flows  both ways,"" Annan said, citing the need for developing nations to  uphold the rule of law and fight corruption.","{'poverty eradication', 'poverty', 'development cooperation', 'development', 'poor'}",0.5046686917315298
XIN_ENG_20050113.0027,"Tsunami throws more people into poverty: ADB. The powerful sea waves across  southern Asia last month could throw nearly 2 million additional  people into poverty, with more than 150,000 killed in the disaster, said a report released Thursday by the Asian Development Bank (ADB) . ""The poverty impact of the tsunami will be enormous,"" said Ifzal Ali, Chief Economist with the Manila-based multilateral  development bank. ""Poverty is potentially the most important  effect of this natural disaster."" In Indonesia alone, nearly 1 million people could be thrown  into poverty by the lingering effects of the tsunami's devastation. In India, the number of the poor in the country could increase by  645,000. In Sri Lanka, the figure is estimated at about 250,000.  In the Maldives, about half of the country's houses were affected  and more than 50 percent of the population could fall into  absolute poverty resulting in 23,500 additional people going below the poverty line. As devastating as the disaster is to the people in affected  areas, Asia's resilience to external shocks will play a role in  minimizing the impact the disaster will have on the region's  overall economic growth, according to Ali. ""This is a profoundly tragic event for the region and for the  millions who are suffering,"" said Ali. ""But the economies of the  affected countries except Sri Lanka and the Maldives should emerge with minimal damage.""","{'shocks', 'resilience', 'poverty', 'development', 'poor', 'natural disaster'}",0.5038868880572628
XIN_ENG_19950307.0010,"FAO Focuses on Poverty Eradication: Director-General. Poverty eradication is at the core of much of the work of the Food and Agriculture Organization (FAO), Jacques Diouf, FAO Director-General told the World Summit for Social Development today. Speaking on the theme ""the eradication of poverty,"" Diouf said the majority of the poor in developing countries live in rural areas and are dependent for their livelihoods on agriculture, including forestry and fisheries, which employs as much as 70-80 percent of the labor force in low-income developing countries, Therefore, he said, large-scale reduction in poverty will require a dual strategy of enhancing the productive capacity and incomes of small-scale farms, pastoralists, forest dwellers and fisherfolk, while expanding farm and non-farm employment for those with little land or other capital assets. He said many countries are reversing policy bias against agriculture in order to stimulate balanced, sustainable economic development with equity. But, the population growth suggests that undernutrition and hunger in many countries, particularly in Africa, will continue to be ""unacceptably high."" Stating that food is the most basic of all human needs, the Director-General said social development, democracy and human rights are of little consequence to people driven by hunger.","{'poverty', 'hunger', 'development', 'poor', 'human rights'}",0.5032238289449341
AFP_ENG_20050627.0591,"UN chief urges nations to close the deal on poverty eradication
ATTENTION - ADDS USAID chief quotes ///. UN Secretary General Kofi Annan  urged developed nations to ""close the deal"" on poverty eradication  as he opened a high-level meeting here Monday on global development  financing. The two-day gathering brought together ministers of finance and  development cooperation, as well as leaders of the World Bank,  International Monetary Fund and the World Trade Organisation -- the  same combination that brokered a global anti-poverty partnership in  Monterrey, Mexico in 2002. ""You can help make poverty history,"" Annan said in his opening  address. ""Never, perhaps, have a few weeks mattered so much for the  world's poor as the next few,"" Annan said, citing next week's G8  summit in Gleneagles, Scotland and, two months later, the World  Summit at UN headquarters in New York. ""Rich and poor alike must do their part. Responsibility flows  both ways,"" Annan said, citing the need for developing nations to  uphold the rule of law and fight corruption.","{'poverty eradication', 'poverty', 'development cooperation', 'development', 'poor'}",0.5018732393975286
APW_ENG_19960920.0649,"RETRANSMITS to add story is EMBARGOED until Monday For release at 0100
GMT Monday, time set by source. Whether picking lettuces in California or cutting sugar cane in Brazil, agricultural workers across the world are the poorest of the rural poor, the International Labor Organization said Friday. Paid often exploitatively low wages, they face dangerous working conditions with little or no social protection in times of accident or illness. Child labor, bonded work or even forced labor is prevalent. In a new report ``Wage workers in agriculture,'' the U.N. Labor agency makes an in-depth study into the working conditions of the sector. It calls for action from the ILO's 156 member countries. ``Our basic message is you will find workers in poverty in California, in east and west Europe, in Africa and the Caribbean,'' said Philippe Egger, author of the report.","{'social protection', 'workers', 'working conditions', 'poverty', 'low wage', 'poor'}",0.4951236530672337
XIN_ENG_20000211.0070,"People Key to Poverty Reduction in S. Asia: Experts. Full mobilization of natural and human resources are the key for poverty alleviation in the South Asian countries, according to experts and scholars who gathered here to discuss ways for poverty eradication in the region. The two-day seminar which ended here Friday focused on the importance of cooperation among the regional countries and better utilization of human and natural resources on the way to development. In his address, Dr. Ponna Wignaraja, Chairman of the South Asia Perspective Network Association (SAPNA), said that in developing countries, the people, instead of capital and imported technology, are the greatest asset for the development. ""For poverty alleviation, the human factor becomes critical, while the poor become the subjects of development and not merely the objects,"" he said. He suggested that institutions be built in the South Asian region in order to fully mobilize people's creativity and knowledge in the process of poverty alleviation.","{'mobilization', 'poverty eradication', 'poverty', 'development', 'poor'}",0.4892791542373943
XIN_ENG_20020723.0284,"Much to do in achieving development goals: UNDP report. Nearly two years since world leaders set measurable objectives for development and poverty eradication by 2015, there is much to do in achieving the goals, according to the Human Development Report 2002 released here Wednesday. The report, titled ""Deepening democracy in a fragmented world"" and commissioned by the United Nations Development Programme (UNDP) , said that at the current pace, only 55 countries or areas, with 23 percent of the world's population, are on track to achieve as many as three-quarters of the Millennium Development Goals. Meanwhile, 33 countries or areas, with 26 percent of the world' s people, are failing on more than half of the targets, the report said, adding that a lack of data collection in poor countries makes progress in key areas difficult to monitor. At the United Nations General Assembly in 2000, heads of state and government set eight goals for development and poverty eradication to be achieved by 2015: eradicate extreme poverty and hunger, achieve universal primary education, promote gender equality and empower women, reduce child mortality, improve maternal health, combat HIV/AIDS, malaria and other diseases, ensure environmental sustainability, and develop a global partnership for development. During the past one year and a half, there has been important progress worldwide in some areas, but it is far from universal, the report said.","{'poverty eradication', 'poverty', 'hunger', 'development', 'poor'}",0.4859124171228212
XIN_ENG_19990105.0073,"Uganda, UK Sign Agreement on Poverty Eradication. KAMPALA, January 5 (Xinhua) -- A British Partnership Agreement for Enterprise Development (BPED) has been signed between British and Ugandan governments Tuesday morning, Uganda News Agency reported. Ugandan Minister of Finance, Planning and Economic Development ,Gerald Senduwula, and British High Commissioner, Micheal Cook, Signed for their respective governments. Representing the British government program for private sector development in Uganda, Micheal Cook said that the British government is committed to supporting Uganda in its attempt to eliminate poverty. Sendawula welcomed the idea that the assistance is geared at vital areas which contribute significantly to Uganda's economy. The four-year program aims at poverty eradication through achieving sustainable increases in incomes and employment for the poor, especially vulnerable groups and rural dwellers, as well as the development of the private sector.","{'vulnerable', 'poverty eradication', 'poverty', 'development', 'poor'}",0.48171963512069116
XIN_ENG_19990105.0081,"Uganda, UK Sign Agreement on Poverty Eradication. KAMPALA, January 5 (Xinhua) -- A British Partnership Agreement for Enterprise Development (BPED) has been signed between British and Ugandan governments Tuesday morning, Uganda News Agency reported. Ugandan Minister of Finance, Planning and Economic Development ,Gerald Senduwula, and British High Commissioner, Micheal Cook, Signed for their respective governments. Representing the British government program for private sector development in Uganda, Micheal Cook said that the British government is committed to supporting Uganda in its attempt to eliminate poverty. Sendawula welcomed the idea that the assistance is geared at vital areas which contribute significantly to Uganda's economy. The four-year program aims at poverty eradication through achieving sustainable increases in incomes and employment for the poor, especially vulnerable groups and rural dwellers, as well as the development of the private sector.","{'vulnerable', 'poverty eradication', 'poverty', 'development', 'poor'}",0.48171963512069116
XIN_ENG_20060322.0079,"Zambian president urges African countries to strive for MDGs. Zambian President Levy Mwanawasa  has urged African countries to move with a sense of urgency in  accomplishing the Millennium Development Goals (MDGs). At the opening of the inter-governmental conference on social  protection in Livingstone, southern Zambia, on Tuesday Mwanawasa  said that if the MDGs are achieved by 2015, more than 500 million  African people would be lifted out of extreme poverty while more  than 300 million would no longer be subject to hunger. The Zambia News and Information Services Wednesday quoted him  as saying that  all the 32 low human development index in the  world is in Africa with many of Africa's 800 million people living on less than a U.S. dollar a day. The president also said that leaders in Africa have a huge task of designing good social protection systems as the extended family system is being weakened and eroded. He said in poor countries like Zambia, large numbers of the  poor remain trapped in long term chronic poverty which tend to be  transmitted from generation to generation.","{'protection systems', 'social protection', 'poor', 'hunger', 'development', 'poverty'}",0.4800684565229822
XIN_ENG_20090714.0138,"Japan donates 9.1 mln USD to WFP for Bangladesh's poor people. The Japanese government on Tuesday donated 9.1 million U.S. dollars to the World Food Program (WFP) to provide food assistance for Bangladesh's poor people in disaster-prone areas. According to a press release of the Japanese Embassy in Bangladesh here Tuesday, the WFP will use the fund to distribute some 26,928 tons of wheat to 300,000 extreme poor people in disaster-prone and highly flood-insecure areas. It said this Japanese assistance helps WFP to implement its "" Enhance Resilience (ER)"" program which aims at strengthening the resilience of vulnerable households to disasters in Bangladesh. ""This Japanese assistance is targeted to the most vulnerable households in disaster-prone areas,"" said WFP Representative in Bangladesh John Aylieff. ""The grant will enable extremely poor communities to enhance their resilience to shocks by creating human and physical assets and improving life skills and income-earning capacity,"" he said.","{'shocks', 'resilience', 'disasters', 'vulnerable', 'poor'}",0.4796176086419488
APW_ENG_20051120.0537,"Britain pledges money to international fund to help poor countries deal with economic shocks. Britain will contribute 50 million pounds (US$85 million; euro75 million) to a new international fund that helps poor countries deal with economic shocks, Treasury chief Gordon Brown announced Sunday. The International Monetary Fund scheme will offer relief in the wake of high oil prices, natural disasters, conflicts or other adverse developments. The fund is expected to be capable of subsidizing lending of more than 1.5 billion pounds (US$2.8 billion; euro2.3 billion). Brown said global action is needed in response to the doubling of oil prices over the last year _ ""the largest sustained oil price shock since the 1970s."" ""This new IMF facility will play a vital role supporting poverty reduction in some of the world's most vulnerable countries, ensuring that development is not undermined by changes in economic conditions, whether those come from terms of trade shocks, high oil prices, or natural disasters,"" he said.","{'shocks', 'disasters', 'vulnerable', 'poverty', 'development', 'poor', 'natural disaster'}",0.4720298283343145
AFP_ENG_19960424.0514,"Republicans offer counter-proposal to lift minimum wage. Republican lawmakers, resisting a White House request to lift the minimum wage for US employees, on Wednesday unveiled their own plan to help the working poor. The issue has emerged as a hot political topic in this presidential election year, with the Democratic White House and its allies in Congress pushing for a 90-cent increase in the 4.25 dollar minimum wage. Feeling the pressure, Republican leaders proposed their own plan -- but it would not raise the minimum wage. Instead, they would restructure a current program that gives income tax rebates to poor families earning the minimum wage. Under the proposal single workers earning the wage -- which, at 8,840 dollars per year is just above the poverty level for one person -- would receive no tax rebates while poor families would see the amounts they currently receive go up. Representative Dick Armey, majority leader of the Republican- controlled House of Representatives, said the plan would ""improve the well-being of low income workers without destroying job opportunities.""","{'minimum wage', 'workers', 'control', 'poverty', 'poor'}",0.47000537660369196
XIN_ENG_20001017.0029,"Angolans Stage Parades Against Poverty. About 10,000 Angolans turned out Tuesday afternoon in Angola's capital Luanda and some other major cities in great parades with the eradication of poverty and violence as the theme. A participant of the parade in Luanda told Xinhua that this activity is aimed to eliminate poverty and promote programs on the rehabilitation of the national economy, escalate the social status of Angolan women and prevent domestic violence. On the eve of the International Day for the Eradication of Poverty, celebrated on October 17, Angolan Minister of Family and Woman Promotion Candida Celeste said the Angolan women, especially those living in rural areas, play a crucial role in the country's production of food and the fight against famine. Peasant women represent the majority of farming workers, once the authorities provide them with some incentives, infrastructures and better working conditions, they can greatly help eliminate poverty in Angola, the minister said. According to Celeste, her ministry is urging the rural women to contribute actively to the country's development and poverty eradication.","{'famine', 'workers', 'poverty eradication', 'working conditions', 'development', 'poverty'}",0.4665658356451852
XIN_ENG_20100307.0312,"Chinese leaders stress poverty reduction, urbanization, ecology. Chinese Premier Wen Jiabao on Sunday called for intensified and consistent efforts to reduce poverty when he joined a panel discussion with lawmakers from southwest Guizhou Province. He noted that the poverty relief work is an uphill journey since the country's impoverished population mostly reside in the ecologically vulnerable areas, which are vulnerable to natural disasters. ""We must strive to strengthen the self-development capability of poverty- stricken areas in order to help the poor out of poverty as soon as possible and build a firm foundation for a better-off society in an all-around way,"" Wen told the deputies to the National People's Congress (NPC) who were in Beijing for their annual full session. In his discussion with NPC deputies from south Guangdong Province, Vice Premier Li Keqiang urged the province to ""actively and steadily"" advance its urbanization. Li also said efforts should be made to push forward the integration of economic and social development between urban and rural areas.","{'disasters', 'vulnerable', 'poverty', 'development', 'poor', 'natural disaster'}",0.4662848053906693
